"id","title","author","field","isbn","publisher","publication_year","isavailable"
6573,How Doctors Think,Jerome Groopman,Medicine,"9780547053646",Mariner Books,"2007",true
9231,An Anthropologist on Mars,Oliver Sacks,Medicine,"9780679756972",Vintage,"1995",true
4197,Intern,Sandeep Jauhar,Medicine,"9780374146597","Farrar, Straus and Giroux","2007",true
6309,Do No Harm,Henry Marsh,Medicine,"9781250065810",St. Martin's Press,"2014",true
3100,The Gene,Siddhartha Mukherjee,Medicine,"9781476733500",Scribner,"2016",true
3150,Mountains Beyond Mountains,Tracy Kidder,Medicine,"9780812980554",Random House,"2003",true
8012,The Checklist Manifesto,Atul Gawande,Medicine,"9780312430009",Metropolitan Books,"2009",true
3447,The Healing of America,T.R. Reid,Medicine,"9780143118213",Penguin Books,"2009",true
1025,The Great Influenza,John M. Barry,Medicine,"9780143036494",Penguin Books,"2004",true
5895,Medical Apartheid,Harriet A. Washington,Medicine,"9780767910124",Anchor,"2006",true
3042,The Wisdom of the Body,Sherwin B. Nuland,Medicine,"9780679765615",Vintage,"1997",true
9414,The Lives of a Cell,Lewis Thomas,Medicine,"9780140047431",Penguin Books,"1974",true
2994,The Youngest Science,Lewis Thomas,Medicine,"9780140243277",Penguin Books,"1983",true
9739,The Canon of Medicine,Avicenna,Medicine,"9780891300000",Kazi Publications,"1025",true
8729,Gray's Anatomy,Henry Gray,Medicine,"9780702052309",Elsevier,"1858",true
5700,The Principles and Practice of Medicine,William Osler,Medicine,"9781406897639",HardPress Publishing,"1892",true
6921,Exercitatio Anatomica,William Harvey,Medicine,"9780859678971",Scolar Press,"1628",true
3697,Mortality in Relation to Smoking,R. Doll et al.,Medicine,"9781138451234",BMJ,"2004",true
1875,Musicophilia,Oliver Sacks,Music,"9781400033539",Vintage,"2007",true
7466,The Rest Is Noise,Alex Ross,Music,"9780374249397","Farrar, Straus and Giroux","2007",true
1302,This Is Your Brain on Music,Daniel Levitin,Music,"9780452288522",Plume,"2007",true
9539,Hamilton: The Revolution,Lin-Manuel Miranda,Music,"9781455539741",Grand Central Publishing,"2016",true
2448,Chronicles: Volume One,Bob Dylan,Music,"9780743244589",Simon & Schuster,"2004",true
6642,Just Kids,Patti Smith,Music,"9780060936228",Ecco,"2010",true
2901,Life,Keith Richards,Music,"9780316034388","Little, Brown and Company","2010",true
1332,Born to Run,Bruce Springsteen,Music,"9781501141515",Simon & Schuster,"2016",true
1140,Bel Canto,Ann Patchett,Music,"9780060838720",Harper Perennial,"2001",true
2833,Soul Music,Terry Pratchett,Music,"9780062225719",Harper,"1994",true
2806,Song of Solomon,Toni Morrison,Music,"9781400033423",Vintage,"1977",true
1986,Birdsong,Sebastian Faulks,Music,"9780099387916",Vintage,"1993",true
4655,Frog Music,Emma Donoghue,Music,"9780316324687","Little, Brown and Company","2014",true
1456,Plainsong,Kent Haruf,Music,"9780375724794",Vintage,"1999",true
9225,Dragonsong,Anne McCaffrey,Music,"9780689868857",Atheneum Books,"1976",true
1721,Who Hears Here?,Guthrie P. Ramsey Jr.,Music,"9780520387515",University of California Press,"2022",true
8658,Mozart: A Life,Peter Gay,Music,"9780143119681",Penguin Books,"1999",true
4052,Beethoven: Anguish and Triumph,Jan Swafford,Music,"9780618054749",Houghton Mifflin,"1997",true
7661,The Music Instinct,Philip Ball,Music,"9780199754274",Oxford University Press,"2010",true
6560,The World in Six Songs,Daniel Levitin,Music,"9780452295483",Plume,"2008",true
1063,Understanding Music,Jeremy Yudkin,Music,"9780133875060",Pearson,"2015",true
2598,The Oxford History of Western Music,Richard Taruskin,Music,"9780195386301",Oxford University Press,"2005",true
1791,The Lives of the Great Composers,Harold C. Schonberg,Music,"9780393038576",W. W. Norton & Company,"1981",true
7665,The Study of Orchestration,Samuel Adler,Music,"9780393975727",W. W. Norton & Company,"2002",true
5857,Music from Standing Waves,Johanna Craven,Music,"9780648556901",Johanna Craven Publishing,"2019",true
3136,Summa Theologica,Thomas Aquinas,Theology,"9780870610639",Christian Classics,"1981",true
3812,Mere Christianity,C.S. Lewis,Theology,"9780060652920",HarperOne,"2001",true
9373,The Confessions,Saint Augustine,Theology,"9780199537822",Oxford University Press,"2008",true
3060,The City of God,Saint Augustine,Theology,"9780140448943",Penguin Classics,"2003",true
3479,Institutes of the Christian Religion,John Calvin,Theology,"9780664220282",Westminster John Knox Press,"1960",true
1060,The Screwtape Letters,C.S. Lewis,Theology,"9780060652937",HarperOne,"2001",true
4415,Miracles,C.S. Lewis,Theology,"9780060652968",HarperOne,"2001",true
2988,The Case for Christ,Lee Strobel,Theology,"9780310226451",Zondervan,"1998",true
6750,The Varieties of Religious Experience,William James,Theology,"9780486443423",Dover Publications,"2004",true
9655,The Spirit of Protestantism,Paul Tillich,Theology,"9780486259468",Dover Publications,"2003",true
3206,The Myth of God Incarnate,John Hick,Theology,"9780334020999",SCM Press,"1977",true
6095,"God, a Biography",Jack Miles,Theology,"9780679743682",Vintage,"1995",true
6514,The Everlasting Man,G.K. Chesterton,Theology,"9780898708291",Ignatius Press,"1925",true
2834,Orthodoxy,G.K. Chesterton,Theology,"9780486400037",Dover Publications,"1908",true
3659,The Seven Storey Mountain,Thomas Merton,Theology,"9780156010863",Harvest Book,"1948",true
6610,The Brothers Karamazov,Fyodor Dostoevsky,Theology,"9780374528379","Farrar, Straus and Giroux","1880",true
3583,Life of Pi,Yann Martel,Theology,"9780156027540",Harcourt,"2001",true
8080,The Hitchhiker's Guide to the Galaxy,Douglas Adams,Theology,"9780345391803",Del Rey,"1979",true
3744,The Problem of Pain,C.S. Lewis,Theology,"9780060652913",HarperOne,"1940",true
6198,A History of God,Karen Armstrong,Theology,"9780345384560",Ballantine Books,"1993",true
3069,The Genesis of Science,James Hannam,Theology,"9781596981504",Regnery Publishing,"2009",true
5652,Nature's Keepers,Peter Dykstra,Theology,"9780785265578",Nelson Books,"2008",true
5369,The Age of Reason,Thomas Paine,Theology,"9780486419770",Dover Publications,"1794",true
9697,Discourses on Livy,Niccolò Machiavelli,Theology,"9780226500361",University of Chicago Press,"1531",true
4741,The Golden Bough,James George Frazer,Theology,"9780486424736",Dover Publications,"1890",true
7924,The Interpretation of Dreams,Sigmund Freud,Theology,"9780465019779",Basic Books,"1899",true
8469,The Protestant Ethic and the Spirit of Capitalism,Max Weber,Theology,"9780486419718",Dover Publications,"1905",true
8416,Fear and Trembling,Søren Kierkegaard,Theology,"9780140449490",Penguin Classics,"1843",true
7085,The Genealogy of Morality,Friedrich Nietzsche,Theology,"9780199537846",Oxford University Press,"1887",true
3985,Thus Spoke Zarathustra,Friedrich Nietzsche,Theology,"9780140449421",Penguin Classics,"1883",true
3203,Principia Mathematica,"Alfred North Whitehead, Bertrand Russell",Mathematics,"9780521078720",Cambridge University Press,"1910",true
2614,Euclid's Elements,Euclid,Mathematics,"9781521404094",Dover Publications,"2017",true
7672,Fermat's Last Theorem,Simon Singh,Mathematics,"9780385493628",Fourth Estate,"1997",true
1389,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas Hofstadter,Mathematics,"9780465026562",Basic Books,"1979",true
9244,A Brief History of Time,Stephen Hawking,Mathematics,"9780553380163",Bantam Books,"1988",true
4707,The Code Book,Simon Singh,Mathematics,"9780385495325",Anchor,"1999",true
9829,Fibonacci: The Man Who Invented the Future,Laurence Sigler,Mathematics,"9780802715383",Walker & Company,"2003",true
3935,Calculus: An Intuitive and Physical Approach,Morris Kline,Mathematics,"9780486404530",Dover Publications,"1967",true
8028,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,Mathematics,"9780486272634",Dover Publications,"1884",true
3398,Logicomix: An Epic Search for Truth,"Apostolos Doxiadis, Christos Papadimitriou",Mathematics,"9781596914526",Bloomsbury USA,"2009",true
3147,The Elegant Universe,Brian Greene,Mathematics,"9780393058581",W. W. Norton & Company,"1999",true
5771,Symmetry,Hermann Weyl,Mathematics,"9780691017838",Princeton University Press,"1952",true
9583,Number Theory,George E. Andrews,Mathematics,"9780486682525",Dover Publications,"1994",true
7715,Linear Algebra Done Right,Sheldon Axler,Mathematics,"9783319110790",Springer,"2015",true
2302,Set Theory and Logic,Robert R. Stoll,Mathematics,"9780486638294",Dover Publications,"1979",true
8236,Topology,James R. Munkres,Mathematics,"9780131816299",Prentice Hall,"2000",true
8434,Differential Geometry of Curves and Surfaces,Manfredo P. do Carmo,Mathematics,"9780486806994",Dover Publications,"2016",true
9880,Complex Analysis,"Elias M. Stein, Rami Shakarchi",Mathematics,"9780691113851",Princeton University Press,"2003",true
7390,Abstract Algebra,"David S. Dummit, Richard M. Foote",Mathematics,"9780471433347",Wiley,"2003",true
9597,Introduction to Probability,"Joseph K. Blitzstein, Jessica Hwang",Mathematics,"9781466571582",CRC Press,"2014",true
8264,Knowing God through The Old Testament: Three volumes in one,Christopher J.H. Wright,Theology,"9781514012062",Intervarstity Press Academic,,true
5483,Engineering Mathematics,"Anthony Croft, Robert Davison",Engineering,"9781292146652",Pearson,"2015",true
